process	sample_id	histone_mark	download_source	download_path	experiment_title	run	experiment	srp_id	platform	sequencer	input_id
yes	Jurkat	H3K4me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791426/SRR1791426.1	GSM1603213: H3K4me3_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791426	SRX867185	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791427/SRR1791427.1	GSM1603213: H3K4me3_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791427	SRX867185	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791428/SRR1791428.1	GSM1603213: H3K4me3_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791428	SRX867185	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791429/SRR1791429.1	GSM1603213: H3K4me3_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791429	SRX867185	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791430/SRR1791430.1	GSM1603213: H3K4me3_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791430	SRX867185	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791493/SRR1791493.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791493	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791494/SRR1791494.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791494	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791495/SRR1791495.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791495	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791496/SRR1791496.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791496	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791497/SRR1791497.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791497	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K4me1	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791498/SRR1791498.1	GSM1603225: H3K4me1_GFP_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791498	SRX867197	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791514/SRR1791514.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791514	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791515/SRR1791515.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791515	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791516/SRR1791516.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791516	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791517/SRR1791517.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791517	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791518/SRR1791518.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791518	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1791519/SRR1791519.1	GSM1603229: GFP_Input_DNA_ChIPSeq; Homo sapiens; ChIP-Seq	SRR1791519	SRX867201	SRP053266	SOLID	AB5500xlGeneticAnalyzer	Input
yes	Jurkat	H3K27me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97435	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5419960/SRR5419960.1	GSM2564515: ChIP-seq analysis of H3K27me3 in Jurkat cells treated with DMSO replicate 1; Homo sapiens; ChIP-Seq	SRR5419960	SRX2711490	SRP103118	ILLUMINA	NextSeq500	Input
no	Jurkat	H3K27me3	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97435	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5419961/SRR5419961.1	GSM2564516: ChIP-seq analysis of H3K27me3 in Jurkat cells treated with DMSO replicate 2; Homo sapiens; ChIP-Seq	SRR5419961	SRX2711491	SRP103118	ILLUMINA	NextSeq500	Input
yes	Jurkat	Input	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97435	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5419977/SRR5419977.1	GSM2564532: Sequencing analysis of input in Jurkat cells treated with DMSO (control for H3K27me3 ChIP and H2AUb ChIP); Homo sapiens; ChIP-Seq	SRR5419977	SRX2711507	SRP103118	ILLUMINA	NextSeq500	Input
